,nom,prix,description,composition,conseils_de_lavage,url
141,Chemise ample à manches courtes IWA en Lin - Sienne,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Sienne
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2395-10626-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-terre-sienne.html#/143-taille-34
142,Robe midi ample SUMMER en Lin imprimé - Green,"248,00€","
Robe midi ample en gaze de Lin imprimée - Vert Green
- Décolleté V
- Manches au dessus des coudes
- Fronces au niveau de la taille sur l'avant et le dos
- Poches italiennes
- Imprimé exclusif ""Louise"" fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Robes-femme-lin-printemps-ete/2433-10803-robe-ample-midi-summer-gaze-lin-imprimee-vert-green.html#/143-taille-34
143,Robe midi ample SUMMER en Lin imprimé - Green,"248,00€","
Robe midi ample en gaze de Lin imprimée - Vert Green
- Décolleté V
- Manches au dessus des coudes
- Fronces au niveau de la taille sur l'avant et le dos
- Poches italiennes
- Imprimé exclusif ""Louise"" fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Robes-femme-lin-printemps-ete/2433-10803-robe-ample-midi-summer-gaze-lin-imprimee-vert-green.html#/143-taille-34
144,Robe midi sans manches MARIE en Lin imprimé - Olive,"244,00€","
Robe sans manche iconique en gaze de Lin lavée imprimée - Vert Olive
- Décolleté V
- Plis religieux sur le buste
- Poches côtés cachées dans les coutures
- Longueur midi
- Imprimé exclusif ""Georgia"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2449-10883-robe-midi-sans-manches-marie-gaze-lin-imprime-vert-olive.html#/141-taille-s
145,Robe midi sans manches MARIE en Lin imprimé - Olive,"244,00€","
Robe sans manche iconique en gaze de Lin lavée imprimée - Vert Olive
- Décolleté V
- Plis religieux sur le buste
- Poches côtés cachées dans les coutures
- Longueur midi
- Imprimé exclusif ""Georgia"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2449-10883-robe-midi-sans-manches-marie-gaze-lin-imprime-vert-olive.html#/141-taille-s
146,Robe midi ample SUMMER en Lin - Olive,"178,00€","
Robe midi ample en gaze de Lin - Vert Olive
- Décolleté V
- Manches au-dessus des coudes
- Fronces au niveau de la taille sur l'avant et le dos
- Poches italiennes
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2374-10506-robe-ample-midi-summer-gaze-lin-vert-olive.html#/143-taille-34
147,Robe midi ample SUMMER en Lin - Olive,"178,00€","
Robe midi ample en gaze de Lin - Vert Olive
- Décolleté V
- Manches au-dessus des coudes
- Fronces au niveau de la taille sur l'avant et le dos
- Poches italiennes
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2374-10506-robe-ample-midi-summer-gaze-lin-vert-olive.html#/143-taille-34
148,Robe midi sans manches MARIE en Lin imprimé - Dragée,"244,00€","
Robe sans manche iconique en gaze de Lin lavée et imprimée - Rose Dragée
- Décolleté V
- Plis religieux sur le buste
- Poches côtés cachées dans les coutures
- Longueur midi
- Imprimé exclusif ""Helen"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2444-10864-robe-midi-sans-manches-marie-gaze-lin-imprime-rose-dragee.html#/141-taille-s
149,Robe midi sans manches MARIE en Lin imprimé - Dragée,"244,00€","
Robe sans manche iconique en gaze de Lin lavée et imprimée - Rose Dragée
- Décolleté V
- Plis religieux sur le buste
- Poches côtés cachées dans les coutures
- Longueur midi
- Imprimé exclusif ""Helen"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2444-10864-robe-midi-sans-manches-marie-gaze-lin-imprime-rose-dragee.html#/141-taille-s
150,Chemise ample à manches courtes IWA en Lin imprimé - Dragée,"168,00€","
Chemise ample boxy en gaze de Lin imprimée et lavée - Rose Dragée
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
- Imprimé exclusif ""Helen"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2442-10850-chemise-ample-imprimee-gaze-lin-manches-courtes-iwa-rose-dragee.html#/143-taille-34
151,Chemise ample à manches courtes IWA en Lin imprimé - Dragée,"168,00€","
Chemise ample boxy en gaze de Lin imprimée et lavée - Rose Dragée
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
- Imprimé exclusif ""Helen"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2442-10850-chemise-ample-imprimee-gaze-lin-manches-courtes-iwa-rose-dragee.html#/143-taille-34
152,Chemise oversize JUNE en Lin - Régate,"148,00€","
Chemise oversize en gaze de Lin lavée - Bleu Régate
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2403-10661-chemise-oversize-gaze-lin-june-manches-kimono-bleu-regate.html#/140-taille-xs
153,Chemise oversize JUNE en Lin - Régate,"148,00€","
Chemise oversize en gaze de Lin lavée - Bleu Régate
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2403-10661-chemise-oversize-gaze-lin-june-manches-kimono-bleu-regate.html#/140-taille-xs
154,Chemise ample à manches courtes IWA en Lin imprimé - Green,"168,00€","
Chemise ample boxy imprimée en gaze de Lin lavée - Vert Green
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2437-10819-chemise-ample-imprimee-gaze-lin-manches-courtes-iwa-vert-green.html#/143-taille-34
155,Chemise ample à manches courtes IWA en Lin imprimé - Green,"168,00€","
Chemise ample boxy imprimée en gaze de Lin lavée - Vert Green
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2437-10819-chemise-ample-imprimee-gaze-lin-manches-courtes-iwa-vert-green.html#/143-taille-34
156,Chemise ample à manches courtes IWA en Lin - Régate,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Bleu Régate
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2394-10619-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-bleu-regate.html#/143-taille-34
157,Chemise ample à manches courtes IWA en Lin - Régate,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Bleu Régate
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2394-10619-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-bleu-regate.html#/143-taille-34
158,Chemise NEPTUNE en Lin imprimé - Green,"188,00€","
Chemise Neptune en gaze de Lin lavée imprimée - Vert Green
- Manches longues
- Col chemise
- 2 poches poitrine
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2439-10833-chemise-imprimee-france-gaze-lin-neptune-vert-green.html#/143-taille-34
159,Chemise NEPTUNE en Lin imprimé - Green,"188,00€","
Chemise Neptune en gaze de Lin lavée imprimée - Vert Green
- Manches longues
- Col chemise
- 2 poches poitrine
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2439-10833-chemise-imprimee-france-gaze-lin-neptune-vert-green.html#/143-taille-34
160,Chemise ample à manches courtes IWA en Lin - Green,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Vert Green
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2390-10591-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-vert-green.html#/143-taille-34
161,Chemise ample à manches courtes IWA en Lin - Green,"128,00€","
Chemise ample boxy en gaze de Lin lavée - Vert Green
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2390-10591-chemise-ample-boxy-gaze-lin-manches-courtes-iwa-vert-green.html#/143-taille-34
162,Chemise oversize JUNE en Lin - Bombay,"148,00€","
Chemise oversize en gaze de Lin lavée - Rose Bombay
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2397-10637-chemise-oversize-gaze-lin-june-manches-kimono-rose-bombay.html#/140-taille-xs
163,Chemise oversize JUNE en Lin - Bombay,"148,00€","
Chemise oversize en gaze de Lin lavée - Rose Bombay
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2397-10637-chemise-oversize-gaze-lin-june-manches-kimono-rose-bombay.html#/140-taille-xs
164,Echarpe DUCHESSE unicolore en Lin - Sienne,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Sienne
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2421-10739-echarpe-foulard-gaze-lin-duchesse-terre-sienne-3013995622017.html#/34-taille-unique
165,Echarpe DUCHESSE unicolore en Lin - Sienne,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Sienne
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2421-10739-echarpe-foulard-gaze-lin-duchesse-terre-sienne-3013995622017.html#/34-taille-unique
166,Robe midi sans manches MARIE en Lin - Sienne,"158,00€","
Robe sans manche iconique en gaze de Lin lavée - Sienne
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2350-10385-robe-midi-sans-manches-marie-gaze-lin-terre-sienne.html#/141-taille-s
167,Robe midi sans manches MARIE en Lin - Sienne,"158,00€","
Robe sans manche iconique en gaze de Lin lavée - Sienne
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2350-10385-robe-midi-sans-manches-marie-gaze-lin-terre-sienne.html#/141-taille-s
168,Robe midi ample SUMMER en Lin - Noir,"178,00€","
Robe midi ample en gaze de Lin - Noir
- Décolleté V
- Manches au-dessus des coudes
- Fronces au niveau de la taille sur l'avant et le dos
- Poches italiennes
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2373-10499-robe-ample-midi-summer-gaze-lin-noire.html#/143-taille-34
169,Robe midi ample SUMMER en Lin - Noir,"178,00€","
Robe midi ample en gaze de Lin - Noir
- Décolleté V
- Manches au-dessus des coudes
- Fronces au niveau de la taille sur l'avant et le dos
- Poches italiennes
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2373-10499-robe-ample-midi-summer-gaze-lin-noire.html#/143-taille-34
170,Echarpe DUCHESSE unicolore en Lin - Bombay,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Rose Bombay
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2423-10741-echarpe-foulard-gaze-lin-duchesse-rose-bombay-3013995621911.html#/34-taille-unique
171,Echarpe DUCHESSE unicolore en Lin - Bombay,"54,00 €","
Écharpe unicolore en gaze de Lin lavée - Rose Bombay
- Longueur 200cm
- Largeur 70cm
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/accessoires-femme-durable-printemps-ete/2423-10741-echarpe-foulard-gaze-lin-duchesse-rose-bombay-3013995621911.html#/34-taille-unique
172,Robe midi sans manches MARIE en Lin - Régate,"158,00€","
Robe sans manche iconique en gaze de Lin lavée - Bleu Régate
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2349-10380-robe-midi-sans-manches-marie-gaze-lin-bleu-regate.html#/141-taille-s
173,Robe midi sans manches MARIE en Lin - Régate,"158,00€","
Robe sans manche iconique en gaze de Lin lavée - Bleu Régate
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2349-10380-robe-midi-sans-manches-marie-gaze-lin-bleu-regate.html#/141-taille-s
174,Chemise ample à manches courtes IWA en Lin imprimé - Sienne,"168,00€","
Chemise ample boxy imprimée en gaze de Lin lavée - Sienne
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2438-10826-chemise-ample-imprimee-gaze-lin-manches-courtes-iwa-terre-sienne.html#/143-taille-34
175,Chemise ample à manches courtes IWA en Lin imprimé - Sienne,"168,00€","
Chemise ample boxy imprimée en gaze de Lin lavée - Sienne
- Col polo
- Encolure ouverte avec patte de boutonnage
- Manches courtes
- Empiècement épaules avec fronces dos et devant
- Boutons en nacre
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2438-10826-chemise-ample-imprimee-gaze-lin-manches-courtes-iwa-terre-sienne.html#/143-taille-34
176,Chemise NEPTUNE en Lin imprimé - Sienne,"188,00€","
Chemise Neptune en gaze de Lin lavée imprimée - Sienne
- Manches longues
- Col chemise
- 2 poches poitrine
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2440-10841-chemise-imprimee-france-gaze-lin-neptune-terre-sienne.html#/143-taille-34
177,Chemise NEPTUNE en Lin imprimé - Sienne,"188,00€","
Chemise Neptune en gaze de Lin lavée imprimée - Sienne
- Manches longues
- Col chemise
- 2 poches poitrine
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2440-10841-chemise-imprimee-france-gaze-lin-neptune-terre-sienne.html#/143-taille-34
178,Robe midi sans manches MARIE en Lin - Noir,"158,00€","
Robe sans manche iconique en gaze de Lin lavée - Noir
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2346-10365-robe-midi-sans-manches-marie-gaze-lin-noire.html#/141-taille-s
179,Robe midi sans manches MARIE en Lin - Noir,"158,00€","
Robe sans manche iconique en gaze de Lin lavée - Noir
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2346-10365-robe-midi-sans-manches-marie-gaze-lin-noire.html#/141-taille-s
180,Chemise oversize JUNE en Lin - Noir,"148,00€","
Chemise oversize en gaze de Lin lavée - Noir
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2400-10649-chemise-oversize-gaze-lin-june-manches-kimono-noire.html#/140-taille-xs
181,Chemise oversize JUNE en Lin - Noir,"148,00€","
Chemise oversize en gaze de Lin lavée - Noir
- Larges manches kimono 3/4
- Poignet large boutonné
- Détails ajourés aux emmanchures
- Petit col
- Fentes côtés
- Boutons en nacre
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2400-10649-chemise-oversize-gaze-lin-june-manches-kimono-noire.html#/140-taille-xs
182,Robe tunique SAKURA en Lin - Olive,"198,00€","
Robe tunique ample style poncho en Lin lavé - Vert Olive
- Décolleté rond ouvert en V, fermé par un bouton doré
- Bas de manche volanté
- Fronces mi-poitrine
- Poches cachées dans les coutures
- Lien ajustable au dos - Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2365-10463-robe-tunique-style-poncho-sakura-gaze-lin-vert-olive.html#/141-taille-s
183,Robe tunique SAKURA en Lin - Olive,"198,00€","
Robe tunique ample style poncho en Lin lavé - Vert Olive
- Décolleté rond ouvert en V, fermé par un bouton doré
- Bas de manche volanté
- Fronces mi-poitrine
- Poches cachées dans les coutures
- Lien ajustable au dos - Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2365-10463-robe-tunique-style-poncho-sakura-gaze-lin-vert-olive.html#/141-taille-s
184,Blouse à fronces SOLANGE en Lin imprimé - Sienne,"168,00€","
Blouse froncée en gaze de Lin lavée - Sienne
- Blouse manche 3/4
- Encolure froncée
- Col ouvert en V avec lien à nouer
- Bas de manche froncé
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2430-10786-blouse-fronce-manches-trois-quarts-gaze-lin-solange-terre-sienne.html#/143-taille-34
